"Label","Benton County, Arkansas!!Total!!Estimate","Benton County, Arkansas!!Total!!Margin of Error","Benton County, Arkansas!!Percent!!Estimate","Benton County, Arkansas!!Percent!!Margin of Error","Benton County, Arkansas!!Male!!Estimate","Benton County, Arkansas!!Male!!Margin of Error","Benton County, Arkansas!!Percent Male!!Estimate","Benton County, Arkansas!!Percent Male!!Margin of Error","Benton County, Arkansas!!Female!!Estimate","Benton County, Arkansas!!Female!!Margin of Error","Benton County, Arkansas!!Percent Female!!Estimate","Benton County, Arkansas!!Percent Female!!Margin of Error","Craighead County, Arkansas!!Total!!Estimate","Craighead County, Arkansas!!Total!!Margin of Error","Craighead County, Arkansas!!Percent!!Estimate","Craighead County, Arkansas!!Percent!!Margin of Error","Craighead County, Arkansas!!Male!!Estimate","Craighead County, Arkansas!!Male!!Margin of Error","Craighead County, Arkansas!!Percent Male!!Estimate","Craighead County, Arkansas!!Percent Male!!Margin of Error","Craighead County, Arkansas!!Female!!Estimate","Craighead County, Arkansas!!Female!!Margin of Error","Craighead County, Arkansas!!Percent Female!!Estimate","Craighead County, Arkansas!!Percent Female!!Margin of Error","Faulkner County, Arkansas!!Total!!Estimate","Faulkner County, Arkansas!!Total!!Margin of Error","Faulkner County, Arkansas!!Percent!!Estimate","Faulkner County, Arkansas!!Percent!!Margin of Error","Faulkner County, Arkansas!!Male!!Estimate","Faulkner County, Arkansas!!Male!!Margin of Error","Faulkner County, Arkansas!!Percent Male!!Estimate","Faulkner County, Arkansas!!Percent Male!!Margin of Error","Faulkner County, Arkansas!!Female!!Estimate","Faulkner County, Arkansas!!Female!!Margin of Error","Faulkner County, Arkansas!!Percent Female!!Estimate","Faulkner County, Arkansas!!Percent Female!!Margin of Error","Garland County, Arkansas!!Total!!Estimate","Garland County, Arkansas!!Total!!Margin of Error","Garland County, Arkansas!!Percent!!Estimate","Garland County, Arkansas!!Percent!!Margin of Error","Garland County, Arkansas!!Male!!Estimate","Garland County, Arkansas!!Male!!Margin of Error","Garland County, Arkansas!!Percent Male!!Estimate","Garland County, Arkansas!!Percent Male!!Margin of Error","Garland County, Arkansas!!Female!!Estimate","Garland County, Arkansas!!Female!!Margin of Error","Garland County, Arkansas!!Percent Female!!Estimate","Garland County, Arkansas!!Percent Female!!Margin of Error","Jefferson County, Arkansas!!Total!!Estimate","Jefferson County, Arkansas!!Total!!Margin of Error","Jefferson County, Arkansas!!Percent!!Estimate","Jefferson County, Arkansas!!Percent!!Margin of Error","Jefferson County, Arkansas!!Male!!Estimate","Jefferson County, Arkansas!!Male!!Margin of Error","Jefferson County, Arkansas!!Percent Male!!Estimate","Jefferson County, Arkansas!!Percent Male!!Margin of Error","Jefferson County, Arkansas!!Female!!Estimate","Jefferson County, Arkansas!!Female!!Margin of Error","Jefferson County, Arkansas!!Percent Female!!Estimate","Jefferson County, Arkansas!!Percent Female!!Margin of Error","Lonoke County, Arkansas!!Total!!Estimate","Lonoke County, Arkansas!!Total!!Margin of Error","Lonoke County, Arkansas!!Percent!!Estimate","Lonoke County, Arkansas!!Percent!!Margin of Error","Lonoke County, Arkansas!!Male!!Estimate","Lonoke County, Arkansas!!Male!!Margin of Error","Lonoke County, Arkansas!!Percent Male!!Estimate","Lonoke County, Arkansas!!Percent Male!!Margin of Error","Lonoke County, Arkansas!!Female!!Estimate","Lonoke County, Arkansas!!Female!!Margin of Error","Lonoke County, Arkansas!!Percent Female!!Estimate","Lonoke County, Arkansas!!Percent Female!!Margin of Error","Pulaski County, Arkansas!!Total!!Estimate","Pulaski County, Arkansas!!Total!!Margin of Error","Pulaski County, Arkansas!!Percent!!Estimate","Pulaski County, Arkansas!!Percent!!Margin of Error","Pulaski County, Arkansas!!Male!!Estimate","Pulaski County, Arkansas!!Male!!Margin of Error","Pulaski County, Arkansas!!Percent Male!!Estimate","Pulaski County, Arkansas!!Percent Male!!Margin of Error","Pulaski County, Arkansas!!Female!!Estimate","Pulaski County, Arkansas!!Female!!Margin of Error","Pulaski County, Arkansas!!Percent Female!!Estimate","Pulaski County, Arkansas!!Percent Female!!Margin of Error","Saline County, Arkansas!!Total!!Estimate","Saline County, Arkansas!!Total!!Margin of Error","Saline County, Arkansas!!Percent!!Estimate","Saline County, Arkansas!!Percent!!Margin of Error","Saline County, Arkansas!!Male!!Estimate","Saline County, Arkansas!!Male!!Margin of Error","Saline County, Arkansas!!Percent Male!!Estimate","Saline County, Arkansas!!Percent Male!!Margin of Error","Saline County, Arkansas!!Female!!Estimate","Saline County, Arkansas!!Female!!Margin of Error","Saline County, Arkansas!!Percent Female!!Estimate","Saline County, Arkansas!!Percent Female!!Margin of Error","Sebastian County, Arkansas!!Total!!Estimate","Sebastian County, Arkansas!!Total!!Margin of Error","Sebastian County, Arkansas!!Percent!!Estimate","Sebastian County, Arkansas!!Percent!!Margin of Error","Sebastian County, Arkansas!!Male!!Estimate","Sebastian County, Arkansas!!Male!!Margin of Error","Sebastian County, Arkansas!!Percent Male!!Estimate","Sebastian County, Arkansas!!Percent Male!!Margin of Error","Sebastian County, Arkansas!!Female!!Estimate","Sebastian County, Arkansas!!Female!!Margin of Error","Sebastian County, Arkansas!!Percent Female!!Estimate","Sebastian County, Arkansas!!Percent Female!!Margin of Error","Washington County, Arkansas!!Total!!Estimate","Washington County, Arkansas!!Total!!Margin of Error","Washington County, Arkansas!!Percent!!Estimate","Washington County, Arkansas!!Percent!!Margin of Error","Washington County, Arkansas!!Male!!Estimate","Washington County, Arkansas!!Male!!Margin of Error","Washington County, Arkansas!!Percent Male!!Estimate","Washington County, Arkansas!!Percent Male!!Margin of Error","Washington County, Arkansas!!Female!!Estimate","Washington County, Arkansas!!Female!!Margin of Error","Washington County, Arkansas!!Percent Female!!Estimate","Washington County, Arkansas!!Percent Female!!Margin of Error","White County, Arkansas!!Total!!Estimate","White County, Arkansas!!Total!!Margin of Error","White County, Arkansas!!Percent!!Estimate","White County, Arkansas!!Percent!!Margin of Error","White County, Arkansas!!Male!!Estimate","White County, Arkansas!!Male!!Margin of Error","White County, Arkansas!!Percent Male!!Estimate","White County, Arkansas!!Percent Male!!Margin of Error","White County, Arkansas!!Female!!Estimate","White County, Arkansas!!Female!!Margin of Error","White County, Arkansas!!Percent Female!!Estimate","White County, Arkansas!!Percent Female!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Percent!!Estimate","United States!!Percent!!Margin of Error","United States!!Male!!Estimate","United States!!Male!!Margin of Error","United States!!Percent Male!!Estimate","United States!!Percent Male!!Margin of Error","United States!!Female!!Estimate","United States!!Female!!Margin of Error","United States!!Percent Female!!Estimate","United States!!Percent Female!!Margin of Error"
"        18 years and over","205,883","±103","73.8%","±0.1","100,805","±319","72.7%","±0.4","105,078","±332","74.8%","±0.4","84,196","±1,005","76.3%","±0.9","39,952","±1,191","74.3%","±1.3","44,244","±641","78.2%","±1.2","97,438","±410","77.3%","±0.3","46,172","±561","75.8%","±0.8","51,266","±579","78.7%","±1.0","79,847","±227","80.3%","±0.2","36,917","±539","78.4%","±1.3","42,930","±501","82.0%","±1.2","52,302","*****","78.3%","*****","25,463","*****","78.2%","±2.0","26,839","*****","78.3%","±1.9","54,692","*****","74.6%","*****","26,021","±411","73.7%","±1.2","28,671","±411","75.4%","±1.1","301,662","±349","77.0%","±0.1","140,905","±545","75.4%","±0.3","160,757","±332","78.4%","±0.3","94,106","±554","76.9%","±0.5","45,399","±682","75.7%","±0.8","48,707","±570","78.0%","±1.2","97,155","*****","76.0%","*****","46,354","±508","75.0%","±0.9","50,801","±508","77.0%","±0.8","181,438","*****","75.9%","*****","89,703","±455","74.8%","±0.7","91,735","±455","77.0%","±0.8","60,478","±262","76.8%","±0.3","29,101","±285","75.1%","±1.0","31,377","±269","78.5%","±1.0","255,271,738","±33,143","77.8%","±0.1","124,267,346","±30,268","76.9%","±0.1","131,004,392","±22,770","78.6%","±0.1"
"        21 years and over","196,728","±1,124","70.5%","±0.4","95,917","±838","69.1%","±0.8","100,811","±808","71.8%","±0.7","78,522","±2,016","71.2%","±1.8","37,175","±1,833","69.1%","±2.8","41,347","±1,395","73.1%","±2.3","87,653","±1,370","69.6%","±1.1","41,776","±1,183","68.6%","±1.9","45,877","±1,119","70.4%","±1.7","76,420","±976","76.9%","±1.0","35,342","±1,116","75.1%","±2.5","41,078","±739","78.5%","±1.7","49,887","±1,108","74.7%","±1.7","24,389","±416","74.9%","±2.2","25,498","±941","74.4%","±3.2","51,963","±593","70.9%","±0.8","24,172","±599","68.5%","±1.7","27,791","±557","73.1%","±1.4","290,747","±1,346","74.2%","±0.3","135,913","±837","72.7%","±0.5","154,834","±1,036","75.5%","±0.6","90,344","±1,321","73.8%","±1.1","43,864","±699","73.1%","±1.0","46,480","±1,402","74.4%","±2.0","92,059","±1,022","72.0%","±0.8","42,579","±1,123","68.9%","±1.9","49,480","±649","75.0%","±1.1","164,408","±2,797","68.7%","±1.2","81,454","±2,271","67.9%","±1.9","82,954","±1,525","69.6%","±1.5","55,444","±1,057","70.4%","±1.3","26,795","±837","69.1%","±2.3","28,649","±909","71.7%","±2.6","241,886,206","±83,337","73.7%","±0.1","117,407,269","±52,190","72.7%","±0.1","124,478,937","±51,300","74.7%","±0.1"
"        60 years and over","51,659","±1,599","18.5%","±0.6","22,878","±887","16.5%","±0.7","28,781","±1,173","20.5%","±0.8","19,969","±1,170","18.1%","±1.1","7,940","±547","14.8%","±1.1","12,029","±957","21.3%","±1.7","22,036","±1,157","17.5%","±0.9","9,473","±676","15.6%","±1.1","12,563","±943","19.3%","±1.4","31,270","±1,218","31.5%","±1.2","14,343","±777","30.5%","±1.5","16,927","±884","32.4%","±1.7","16,785","±898","25.1%","±1.3","7,570","±556","23.3%","±1.9","9,215","±604","26.9%","±1.9","15,001","±758","20.5%","±1.0","6,430","±498","18.2%","±1.5","8,571","±464","22.6%","±1.3","88,149","±1,687","22.5%","±0.4","38,848","±1,239","20.8%","±0.7","49,301","±1,369","24.0%","±0.7","31,577","±1,405","25.8%","±1.1","14,469","±1,050","24.1%","±1.5","17,108","±876","27.4%","±1.5","30,634","±1,148","24.0%","±0.9","13,134","±914","21.2%","±1.4","17,500","±934","26.5%","±1.3","39,064","±1,437","16.3%","±0.6","17,408","±893","14.5%","±0.7","21,656","±1,026","18.2%","±0.9","17,331","±1,013","22.0%","±1.3","7,080","±522","18.3%","±1.3","10,251","±749","25.6%","±1.9","75,058,081","±67,159","22.9%","±0.1","34,095,451","±41,662","21.1%","±0.1","40,962,630","±43,999","24.6%","±0.1"
"        62 years and over","45,101","±1,259","16.2%","±0.5","20,403","±787","14.7%","±0.6","24,698","±920","17.6%","±0.6","18,351","±1,069","16.6%","±1.0","7,578","±532","14.1%","±1.0","10,773","±911","19.0%","±1.6","19,650","±896","15.6%","±0.7","8,394","±561","13.8%","±0.9","11,256","±895","17.3%","±1.3","28,224","±1,213","28.4%","±1.2","12,854","±760","27.3%","±1.5","15,370","±830","29.4%","±1.6","14,939","±706","22.4%","±1.1","6,764","±501","20.8%","±1.7","8,175","±449","23.9%","±1.5","13,664","±615","18.6%","±0.8","5,981","±474","16.9%","±1.4","7,683","±439","20.2%","±1.1","78,140","±1,963","19.9%","±0.5","34,402","±1,408","18.4%","±0.8","43,738","±1,320","21.3%","±0.6","28,048","±1,191","22.9%","±1.0","13,516","±925","22.5%","±1.4","14,532","±807","23.3%","±1.3","25,466","±1,242","19.9%","±1.0","10,511","±755","17.0%","±1.2","14,955","±1,039","22.7%","±1.5","35,497","±1,456","14.8%","±0.6","15,642","±870","13.0%","±0.7","19,855","±917","16.7%","±0.8","15,955","±905","20.3%","±1.1","6,325","±442","16.3%","±1.2","9,630","±713","24.1%","±1.8","66,395,660","±61,054","20.2%","±0.1","29,927,016","±35,972","18.5%","±0.1","36,468,644","±40,373","21.9%","±0.1"
"        65 years and over","38,185","±608","13.7%","±0.2","16,906","±236","12.2%","±0.2","21,279","±553","15.2%","±0.4","14,881","±508","13.5%","±0.5","6,179","±185","11.5%","±0.4","8,702","±483","15.4%","±0.9","16,110","±613","12.8%","±0.5","6,825","±287","11.2%","±0.5","9,285","±620","14.3%","±0.9","23,799","±515","23.9%","±0.5","10,833","±455","23.0%","±0.9","12,966","±250","24.8%","±0.6","12,014","*****","18.0%","*****","5,212","*****","16.0%","±0.4","6,802","*****","19.9%","±0.5","10,403","±258","14.2%","±0.4","4,590","±138","13.0%","±0.5","5,813","±172","15.3%","±0.5","63,974","±662","16.3%","±0.2","27,694","±409","14.8%","±0.2","36,280","±503","17.7%","±0.2","22,598","±591","18.5%","±0.5","10,171","±300","17.0%","±0.5","12,427","±451","19.9%","±0.8","21,669","±920","17.0%","±0.7","8,782","±317","14.2%","±0.6","12,887","±794","19.5%","±1.1","29,158","±764","12.2%","±0.3","12,949","±589","10.8%","±0.5","16,209","±522","13.6%","±0.4","13,215","±334","16.8%","±0.4","5,826","±229","15.0%","±0.6","7,389","±227","18.5%","±0.6","54,074,028","±24,915","16.5%","±0.1","24,044,281","±16,352","14.9%","±0.1","30,029,747","±17,170","18.0%","±0.1"
"        75 years and over","15,804","±485","5.7%","±0.2","6,825","±275","4.9%","±0.2","8,979","±298","6.4%","±0.2","6,797","±508","6.2%","±0.5","2,519","±185","4.7%","±0.3","4,278","±483","7.6%","±0.9","5,925","±135","4.7%","±0.1","2,445","±34","4.0%","±0.1","3,480","±101","5.3%","±0.2","10,477","±351","10.5%","±0.4","4,556","±325","9.7%","±0.7","5,921","±247","11.3%","±0.5","4,849","*****","7.3%","*****","1,898","*****","5.8%","±0.1","2,951","*****","8.6%","±0.2","4,243","±245","5.8%","±0.3","1,687","±133","4.8%","±0.4","2,556","±223","6.7%","±0.6","25,334","±535","6.5%","±0.1","10,104","±426","5.4%","±0.2","15,230","±320","7.4%","±0.2","9,395","±349","7.7%","±0.3","4,169","±288","6.9%","±0.5","5,226","±290","8.4%","±0.5","9,367","±669","7.3%","±0.5","3,441","±266","5.6%","±0.4","5,926","±620","9.0%","±0.9","11,681","±506","4.9%","±0.2","5,034","±371","4.2%","±0.3","6,647","±284","5.6%","±0.2","5,558","±249","7.1%","±0.3","2,239","±135","5.8%","±0.4","3,319","±177","8.3%","±0.4","22,498,467","±13,862","6.9%","±0.1","9,323,252","±10,172","5.8%","±0.1","13,175,215","±10,962","7.9%","±0.1"
"    SUMMARY INDICATORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Median age (years)","35.7","±0.4","(X)","(X)","34.6","±0.5","(X)","(X)","36.4","±0.4","(X)","(X)","35.2","±0.6","(X)","(X)","33.2","±1.2","(X)","(X)","37.1","±1.6","(X)","(X)","33.3","±1.0","(X)","(X)","31.9","±1.1","(X)","(X)","34.5","±1.0","(X)","(X)","45.1","±1.0","(X)","(X)","43.1","±1.8","(X)","(X)","47.3","±1.6","(X)","(X)","39.6","±1.5","(X)","(X)","38.3","±1.6","(X)","(X)","40.7","±1.0","(X)","(X)","37.4","±0.8","(X)","(X)","37.2","±2.3","(X)","(X)","37.5","±0.9","(X)","(X)","38.0","±0.4","(X)","(X)","36.3","±0.3","(X)","(X)","39.5","±0.6","(X)","(X)","40.4","±0.9","(X)","(X)","40.4","±1.1","(X)","(X)","40.4","±1.6","(X)","(X)","37.8","±0.8","(X)","(X)","37.3","±0.6","(X)","(X)","38.9","±1.8","(X)","(X)","32.6","±0.7","(X)","(X)","31.3","±0.8","(X)","(X)","33.7","±0.8","(X)","(X)","37.5","±1.2","(X)","(X)","36.5","±1.3","(X)","(X)","38.5","±1.6","(X)","(X)","38.5","±0.1","(X)","(X)","37.2","±0.1","(X)","(X)","39.8","±0.1","(X)","(X)"
"        Sex ratio (males per 100 females)","98.8","±1.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","95.1","±3.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","93.5","±2.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","90.0","±3.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","95.0","±4.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","92.9","±4.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","91.1","±0.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","96.1","±3.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","93.6","±2.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","100.7","±2.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","97.0","±2.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","97.0","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Age dependency ratio","66.5","±0.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","59.2","±2.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","54.9","±1.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","77.3","±1.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","65.9","*****","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","65.5","±1.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","64.9","±0.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","71.2","±1.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","69.3","±2.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","57.1","±0.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","66.6","±1.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","63.1","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Old-age dependency ratio","22.8","±0.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.5","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.8","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.5","±1.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","*****","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.5","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","±0.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.6","±1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.7","±1.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.1","±0.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.0","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Child dependency ratio","43.7","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.7","±2.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.1","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.0","*****","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.0","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.6","±1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.6","±0.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.9","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.7","±0.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    PERCENT ALLOCATED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Sex","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Age","(X)","(X)","6.4%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.3%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.9%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.6%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.7%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.7%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.6%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.9%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.7%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
