"Label","Albemarle County, Virginia!!Total!!Estimate","Albemarle County, Virginia!!Total!!Margin of Error","Albemarle County, Virginia!!With a disability!!Estimate","Albemarle County, Virginia!!With a disability!!Margin of Error","Albemarle County, Virginia!!Percent with a disability!!Estimate","Albemarle County, Virginia!!Percent with a disability!!Margin of Error","Arlington County, Virginia!!Total!!Estimate","Arlington County, Virginia!!Total!!Margin of Error","Arlington County, Virginia!!With a disability!!Estimate","Arlington County, Virginia!!With a disability!!Margin of Error","Arlington County, Virginia!!Percent with a disability!!Estimate","Arlington County, Virginia!!Percent with a disability!!Margin of Error","Augusta County, Virginia!!Total!!Estimate","Augusta County, Virginia!!Total!!Margin of Error","Augusta County, Virginia!!With a disability!!Estimate","Augusta County, Virginia!!With a disability!!Margin of Error","Augusta County, Virginia!!Percent with a disability!!Estimate","Augusta County, Virginia!!Percent with a disability!!Margin of Error","Bedford County, Virginia!!Total!!Estimate","Bedford County, Virginia!!Total!!Margin of Error","Bedford County, Virginia!!With a disability!!Estimate","Bedford County, Virginia!!With a disability!!Margin of Error","Bedford County, Virginia!!Percent with a disability!!Estimate","Bedford County, Virginia!!Percent with a disability!!Margin of Error","Chesterfield County, Virginia!!Total!!Estimate","Chesterfield County, Virginia!!Total!!Margin of Error","Chesterfield County, Virginia!!With a disability!!Estimate","Chesterfield County, Virginia!!With a disability!!Margin of Error","Chesterfield County, Virginia!!Percent with a disability!!Estimate","Chesterfield County, Virginia!!Percent with a disability!!Margin of Error","Fairfax County, Virginia!!Total!!Estimate","Fairfax County, Virginia!!Total!!Margin of Error","Fairfax County, Virginia!!With a disability!!Estimate","Fairfax County, Virginia!!With a disability!!Margin of Error","Fairfax County, Virginia!!Percent with a disability!!Estimate","Fairfax County, Virginia!!Percent with a disability!!Margin of Error","Fauquier County, Virginia!!Total!!Estimate","Fauquier County, Virginia!!Total!!Margin of Error","Fauquier County, Virginia!!With a disability!!Estimate","Fauquier County, Virginia!!With a disability!!Margin of Error","Fauquier County, Virginia!!Percent with a disability!!Estimate","Fauquier County, Virginia!!Percent with a disability!!Margin of Error","Frederick County, Virginia!!Total!!Estimate","Frederick County, Virginia!!Total!!Margin of Error","Frederick County, Virginia!!With a disability!!Estimate","Frederick County, Virginia!!With a disability!!Margin of Error","Frederick County, Virginia!!Percent with a disability!!Estimate","Frederick County, Virginia!!Percent with a disability!!Margin of Error","Hanover County, Virginia!!Total!!Estimate","Hanover County, Virginia!!Total!!Margin of Error","Hanover County, Virginia!!With a disability!!Estimate","Hanover County, Virginia!!With a disability!!Margin of Error","Hanover County, Virginia!!Percent with a disability!!Estimate","Hanover County, Virginia!!Percent with a disability!!Margin of Error","Henrico County, Virginia!!Total!!Estimate","Henrico County, Virginia!!Total!!Margin of Error","Henrico County, Virginia!!With a disability!!Estimate","Henrico County, Virginia!!With a disability!!Margin of Error","Henrico County, Virginia!!Percent with a disability!!Estimate","Henrico County, Virginia!!Percent with a disability!!Margin of Error","James City County, Virginia!!Total!!Estimate","James City County, Virginia!!Total!!Margin of Error","James City County, Virginia!!With a disability!!Estimate","James City County, Virginia!!With a disability!!Margin of Error","James City County, Virginia!!Percent with a disability!!Estimate","James City County, Virginia!!Percent with a disability!!Margin of Error","Loudoun County, Virginia!!Total!!Estimate","Loudoun County, Virginia!!Total!!Margin of Error","Loudoun County, Virginia!!With a disability!!Estimate","Loudoun County, Virginia!!With a disability!!Margin of Error","Loudoun County, Virginia!!Percent with a disability!!Estimate","Loudoun County, Virginia!!Percent with a disability!!Margin of Error","Montgomery County, Virginia!!Total!!Estimate","Montgomery County, Virginia!!Total!!Margin of Error","Montgomery County, Virginia!!With a disability!!Estimate","Montgomery County, Virginia!!With a disability!!Margin of Error","Montgomery County, Virginia!!Percent with a disability!!Estimate","Montgomery County, Virginia!!Percent with a disability!!Margin of Error","Prince William County, Virginia!!Total!!Estimate","Prince William County, Virginia!!Total!!Margin of Error","Prince William County, Virginia!!With a disability!!Estimate","Prince William County, Virginia!!With a disability!!Margin of Error","Prince William County, Virginia!!Percent with a disability!!Estimate","Prince William County, Virginia!!Percent with a disability!!Margin of Error","Roanoke County, Virginia!!Total!!Estimate","Roanoke County, Virginia!!Total!!Margin of Error","Roanoke County, Virginia!!With a disability!!Estimate","Roanoke County, Virginia!!With a disability!!Margin of Error","Roanoke County, Virginia!!Percent with a disability!!Estimate","Roanoke County, Virginia!!Percent with a disability!!Margin of Error","Rockingham County, Virginia!!Total!!Estimate","Rockingham County, Virginia!!Total!!Margin of Error","Rockingham County, Virginia!!With a disability!!Estimate","Rockingham County, Virginia!!With a disability!!Margin of Error","Rockingham County, Virginia!!Percent with a disability!!Estimate","Rockingham County, Virginia!!Percent with a disability!!Margin of Error","Spotsylvania County, Virginia!!Total!!Estimate","Spotsylvania County, Virginia!!Total!!Margin of Error","Spotsylvania County, Virginia!!With a disability!!Estimate","Spotsylvania County, Virginia!!With a disability!!Margin of Error","Spotsylvania County, Virginia!!Percent with a disability!!Estimate","Spotsylvania County, Virginia!!Percent with a disability!!Margin of Error","Stafford County, Virginia!!Total!!Estimate","Stafford County, Virginia!!Total!!Margin of Error","Stafford County, Virginia!!With a disability!!Estimate","Stafford County, Virginia!!With a disability!!Margin of Error","Stafford County, Virginia!!Percent with a disability!!Estimate","Stafford County, Virginia!!Percent with a disability!!Margin of Error","York County, Virginia!!Total!!Estimate","York County, Virginia!!Total!!Margin of Error","York County, Virginia!!With a disability!!Estimate","York County, Virginia!!With a disability!!Margin of Error","York County, Virginia!!Percent with a disability!!Estimate","York County, Virginia!!Percent with a disability!!Margin of Error","Alexandria city, Virginia!!Total!!Estimate","Alexandria city, Virginia!!Total!!Margin of Error","Alexandria city, Virginia!!With a disability!!Estimate","Alexandria city, Virginia!!With a disability!!Margin of Error","Alexandria city, Virginia!!Percent with a disability!!Estimate","Alexandria city, Virginia!!Percent with a disability!!Margin of Error","Chesapeake city, Virginia!!Total!!Estimate","Chesapeake city, Virginia!!Total!!Margin of Error","Chesapeake city, Virginia!!With a disability!!Estimate","Chesapeake city, Virginia!!With a disability!!Margin of Error","Chesapeake city, Virginia!!Percent with a disability!!Estimate","Chesapeake city, Virginia!!Percent with a disability!!Margin of Error","Hampton city, Virginia!!Total!!Estimate","Hampton city, Virginia!!Total!!Margin of Error","Hampton city, Virginia!!With a disability!!Estimate","Hampton city, Virginia!!With a disability!!Margin of Error","Hampton city, Virginia!!Percent with a disability!!Estimate","Hampton city, Virginia!!Percent with a disability!!Margin of Error","Lynchburg city, Virginia!!Total!!Estimate","Lynchburg city, Virginia!!Total!!Margin of Error","Lynchburg city, Virginia!!With a disability!!Estimate","Lynchburg city, Virginia!!With a disability!!Margin of Error","Lynchburg city, Virginia!!Percent with a disability!!Estimate","Lynchburg city, Virginia!!Percent with a disability!!Margin of Error","Newport News city, Virginia!!Total!!Estimate","Newport News city, Virginia!!Total!!Margin of Error","Newport News city, Virginia!!With a disability!!Estimate","Newport News city, Virginia!!With a disability!!Margin of Error","Newport News city, Virginia!!Percent with a disability!!Estimate","Newport News city, Virginia!!Percent with a disability!!Margin of Error","Norfolk city, Virginia!!Total!!Estimate","Norfolk city, Virginia!!Total!!Margin of Error","Norfolk city, Virginia!!With a disability!!Estimate","Norfolk city, Virginia!!With a disability!!Margin of Error","Norfolk city, Virginia!!Percent with a disability!!Estimate","Norfolk city, Virginia!!Percent with a disability!!Margin of Error","Portsmouth city, Virginia!!Total!!Estimate","Portsmouth city, Virginia!!Total!!Margin of Error","Portsmouth city, Virginia!!With a disability!!Estimate","Portsmouth city, Virginia!!With a disability!!Margin of Error","Portsmouth city, Virginia!!Percent with a disability!!Estimate","Portsmouth city, Virginia!!Percent with a disability!!Margin of Error","Richmond city, Virginia!!Total!!Estimate","Richmond city, Virginia!!Total!!Margin of Error","Richmond city, Virginia!!With a disability!!Estimate","Richmond city, Virginia!!With a disability!!Margin of Error","Richmond city, Virginia!!Percent with a disability!!Estimate","Richmond city, Virginia!!Percent with a disability!!Margin of Error","Roanoke city, Virginia!!Total!!Estimate","Roanoke city, Virginia!!Total!!Margin of Error","Roanoke city, Virginia!!With a disability!!Estimate","Roanoke city, Virginia!!With a disability!!Margin of Error","Roanoke city, Virginia!!Percent with a disability!!Estimate","Roanoke city, Virginia!!Percent with a disability!!Margin of Error","Suffolk city, Virginia!!Total!!Estimate","Suffolk city, Virginia!!Total!!Margin of Error","Suffolk city, Virginia!!With a disability!!Estimate","Suffolk city, Virginia!!With a disability!!Margin of Error","Suffolk city, Virginia!!Percent with a disability!!Estimate","Suffolk city, Virginia!!Percent with a disability!!Margin of Error","Virginia Beach city, Virginia!!Total!!Estimate","Virginia Beach city, Virginia!!Total!!Margin of Error","Virginia Beach city, Virginia!!With a disability!!Estimate","Virginia Beach city, Virginia!!With a disability!!Margin of Error","Virginia Beach city, Virginia!!Percent with a disability!!Estimate","Virginia Beach city, Virginia!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"        Under 5 years","5,555","±591","325","±387","5.9%","±7.0","13,714","±96","0","±208","0.0%","±1.3","3,000","±299","0","±208","0.0%","±5.8","3,476","±394","0","±208","0.0%","±5.0","21,305","±333","0","±208","0.0%","±0.8","71,835","±319","226","±171","0.3%","±0.2","3,993","±426","0","±208","0.0%","±4.4","4,812","±486","86","±151","1.8%","±3.1","5,060","±344","46","±87","0.9%","±1.7","19,080","±968","50","±87","0.3%","±0.5","3,619","±894","0","±208","0.0%","±4.8","28,235","±128","42","±72","0.1%","±0.3","4,105","±441","140","±204","3.4%","±4.9","34,113","±258","0","±208","0.0%","±0.5","4,508","±499","0","±208","0.0%","±3.9","4,446","±320","0","±208","0.0%","±4.0","8,331","±98","0","±208","0.0%","±2.1","9,907","±356","0","±208","0.0%","±1.8","4,231","±618","0","±208","0.0%","±4.2","11,012","±4","0","±208","0.0%","±1.6","15,477","±790","0","±208","0.0%","±1.2","7,956","±620","191","±230","2.4%","±2.9","5,278","±280","0","±208","0.0%","±3.3","13,384","±340","338","±352","2.5%","±2.6","15,354","±251","441","±452","2.9%","±3.0","6,544","±269","0","±208","0.0%","±2.7","13,385","±301","0","±208","0.0%","±1.3","6,312","±716","0","±208","0.0%","±2.8","6,074","±163","26","±46","0.4%","±0.8","27,905","±171","0","±208","0.0%","±0.6","19,401,454","±22,231","138,659","±7,336","0.7%","±0.1"
"        5 to 17 years","15,896","±591","370","±295","2.3%","±1.9","29,260","±122","919","±498","3.1%","±1.7","9,704","±376","587","±380","6.0%","±3.9","12,492","±358","857","±599","6.9%","±4.8","61,455","±413","5,632","±1,375","9.2%","±2.2","195,009","±454","5,582","±1,288","2.9%","±0.7","12,458","±427","717","±337","5.8%","±2.7","15,412","±489","498","±328","3.2%","±2.1","18,244","±347","664","±353","3.6%","±2.0","55,004","±969","2,947","±1,368","5.4%","±2.5","11,409","±937","716","±440","6.3%","±3.8","86,925","±258","2,890","±803","3.3%","±0.9","9,959","±316","382","±397","3.8%","±4.0","92,100","±355","3,110","±1,136","3.4%","±1.2","14,003","±499","513","±405","3.7%","±2.9","13,381","±321","923","±562","6.9%","±4.1","25,561","±97","922","±366","3.6%","±1.4","29,819","±401","1,064","±662","3.6%","±2.2","11,819","±617","640","±485","5.4%","±4.1","17,646","±67","256","±288","1.5%","±1.6","43,631","±887","3,892","±1,492","8.9%","±3.4","20,290","±601","1,509","±637","7.4%","±3.1","10,526","±564","492","±370","4.7%","±3.5","28,220","±394","1,708","±831","6.1%","±2.9","31,452","±193","1,730","±801","5.5%","±2.5","14,690","±440","418","±342","2.8%","±2.3","25,784","±128","3,187","±1,272","12.4%","±4.9","15,372","±473","0","±208","0.0%","±1.2","15,965","±180","935","±528","5.9%","±3.3","71,092","±192","4,193","±1,004","5.9%","±1.4","53,433,593","±32,613","3,006,292","±34,953","5.6%","±0.1"
"        18 to 34 years","26,541","±927","1,462","±711","5.5%","±2.6","72,961","±1,079","1,891","±945","2.6%","±1.3","12,429","±637","566","±432","4.6%","±3.5","14,275","±414","552","±401","3.9%","±2.8","72,546","±955","4,751","±1,133","6.5%","±1.6","242,499","±1,419","11,764","±1,757","4.9%","±0.7","13,570","±859","936","±468","6.9%","±3.5","16,727","±904","1,032","±690","6.2%","±4.1","20,169","±964","2,052","±1,008","10.2%","±4.9","72,617","±1,198","4,324","±1,294","6.0%","±1.8","12,191","±895","971","±687","8.0%","±5.7","78,244","±454","2,331","±800","3.0%","±1.0","41,052","±921","2,002","±804","4.9%","±2.0","99,236","±1,166","6,272","±1,537","6.3%","±1.5","17,919","±883","1,801","±815","10.1%","±4.6","16,605","±450","1,048","±460","6.3%","±2.7","26,864","±915","3,158","±858","11.8%","±3.1","29,612","±1,402","1,457","±561","4.9%","±1.9","10,727","±1,504","490","±451","4.6%","±4.0","41,582","±979","1,816","±970","4.4%","±2.3","46,892","±1,996","2,971","±1,269","6.3%","±2.7","31,332","±1,497","3,147","±1,068","10.0%","±3.4","32,268","±1,071","1,459","±480","4.5%","±1.5","44,318","±2,228","2,415","±835","5.4%","±1.9","64,198","±2,494","4,529","±1,061","7.1%","±1.6","20,354","±1,302","1,691","±721","8.3%","±3.5","77,796","±804","8,196","±2,110","10.5%","±2.7","23,345","±1,201","765","±610","3.3%","±2.6","18,667","±1,115","1,013","±456","5.4%","±2.4","94,780","±3,131","6,029","±1,603","6.4%","±1.7","74,020,428","±40,229","4,970,992","±46,138","6.7%","±0.1"
"        35 to 64 years","38,941","±947","2,609","±854","6.7%","±2.2","90,213","±1,248","5,498","±1,360","6.1%","±1.5","28,587","±1,455","3,120","±787","10.9%","±2.6","31,363","±904","4,600","±943","14.7%","±2.9","140,422","±1,044","16,377","±2,289","11.7%","±1.6","463,493","±1,749","26,077","±3,061","5.6%","±0.7","28,867","±877","2,103","±648","7.3%","±2.2","35,359","±797","5,259","±1,161","14.9%","±3.3","44,574","±1,044","4,747","±1,044","10.6%","±2.3","128,730","±1,399","13,009","±1,918","10.1%","±1.5","27,668","±1,177","2,525","±729","9.1%","±2.6","178,498","±772","8,185","±1,393","4.6%","±0.8","30,145","±825","2,854","±1,143","9.5%","±3.8","188,456","±947","15,339","±2,278","8.1%","±1.2","35,696","±895","2,925","±852","8.2%","±2.4","31,269","±696","3,525","±977","11.3%","±3.1","54,514","±1,101","4,511","±988","8.3%","±1.8","61,684","±1,329","5,530","±951","9.0%","±1.6","26,505","±1,504","2,278","±851","8.6%","±3.3","66,952","±1,720","3,059","±847","4.6%","±1.3","94,461","±1,831","14,336","±2,374","15.2%","±2.6","46,430","±986","7,504","±1,661","16.2%","±3.5","21,631","±874","3,462","±892","16.0%","±4.0","59,179","±1,247","7,806","±1,555","13.2%","±2.6","74,194","±1,264","13,320","±1,753","18.0%","±2.4","32,795","±1,434","5,679","±1,097","17.3%","±3.3","80,229","±1,022","11,971","±2,221","14.9%","±2.8","37,350","±1,122","5,447","±1,907","14.6%","±5.2","35,368","±1,135","3,744","±870","10.6%","±2.4","164,614","±1,750","19,155","±2,512","11.6%","±1.5","123,482,786","±47,507","15,303,033","±71,361","12.4%","±0.1"
"        65 to 74 years","12,267","±739","1,222","±420","10.0%","±3.5","15,609","±932","2,201","±860","14.1%","±5.3","9,495","±514","2,174","±533","22.9%","±5.8","9,975","±389","2,516","±603","25.2%","±6.2","34,682","±611","6,738","±1,110","19.4%","±3.1","95,850","±399","15,893","±1,589","16.6%","±1.7","7,373","±424","1,682","±529","22.8%","±7.0","9,229","±270","2,290","±780","24.8%","±8.4","11,422","±473","2,411","±652","21.1%","±5.6","30,985","±950","7,804","±1,617","25.2%","±5.2","11,379","±538","2,720","±1,002","23.9%","±8.9","24,449","±452","3,023","±786","12.4%","±3.3","7,275","±199","1,159","±606","15.9%","±8.2","31,168","±795","6,404","±1,278","20.5%","±4.2","12,077","±450","2,381","±844","19.7%","±6.9","8,761","±297","1,851","±545","21.1%","±6.2","12,160","±533","2,701","±706","22.2%","±5.8","10,341","±632","2,289","±573","22.1%","±5.7","6,364","±615","1,146","±458","18.0%","±6.6","11,459","±879","2,159","±634","18.8%","±5.2","20,383","±602","5,743","±1,232","28.2%","±5.7","12,313","±333","3,580","±831","29.1%","±6.7","6,303","±487","1,027","±446","16.3%","±6.8","14,282","±501","3,324","±778","23.3%","±5.4","16,958","±578","4,447","±852","26.2%","±5.1","8,171","±283","2,288","±578","28.0%","±6.8","18,908","±496","4,720","±1,178","25.0%","±6.2","10,012","±729","2,020","±687","20.2%","±6.7","8,338","±247","1,627","±528","19.5%","±6.3","38,896","±852","7,945","±1,424","20.4%","±3.7","31,216,223","±24,889","7,522,485","±44,879","24.1%","±0.1"
"        75 years and over","8,598","±403","3,801","±819","44.2%","±8.6","9,895","±813","3,997","±902","40.4%","±8.4","7,132","±309","3,301","±768","46.3%","±11.3","7,077","±541","2,762","±684","39.0%","±8.3","19,177","±533","9,156","±1,303","47.7%","±6.5","63,293","±519","28,120","±2,012","44.4%","±3.1","4,532","±371","2,517","±418","55.5%","±9.0","6,620","±328","3,048","±632","46.0%","±9.2","8,035","±472","3,721","±850","46.3%","±11.1","21,703","±882","11,983","±1,289","55.2%","±5.4","8,450","±464","2,921","±789","34.6%","±8.6","15,303","±486","7,242","±1,015","47.3%","±6.6","5,284","±340","2,288","±633","43.3%","±12.3","17,132","±777","6,995","±1,018","40.8%","±6.0","8,144","±453","2,450","±707","30.1%","±8.4","7,050","±303","4,149","±689","58.9%","±9.3","7,547","±572","3,518","±721","46.6%","±8.9","5,863","±579","3,190","±673","54.4%","±9.2","4,580","±395","2,087","±628","45.6%","±13.0","6,647","±806","2,891","±772","43.5%","±8.0","12,066","±467","6,374","±838","52.8%","±6.6","8,854","±242","3,777","±856","42.7%","±9.4","4,660","±534","1,964","±582","42.1%","±10.2","9,517","±295","4,914","±752","51.6%","±7.9","10,610","±370","5,227","±815","49.3%","±7.3","5,775","±239","2,717","±648","47.0%","±10.9","12,120","±670","5,577","±1,046","46.0%","±7.9","5,746","±742","2,512","±784","43.7%","±12.3","5,248","±251","2,605","±538","49.6%","±10.2","26,509","±940","12,475","±1,551","47.1%","±5.6","21,566,194","±17,007","10,148,497","±50,504","47.1%","±0.2"
"    DISABILITY TYPE BY DETAILED AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        With a hearing difficulty","(X)","(X)","3,429","±925","3.2%","±0.9","(X)","(X)","4,775","±1,311","2.1%","±0.6","(X)","(X)","4,001","±1,069","5.7%","±1.5","(X)","(X)","3,094","±878","3.9%","±1.1","(X)","(X)","11,069","±1,959","3.2%","±0.6","(X)","(X)","26,182","±2,520","2.3%","±0.2","(X)","(X)","2,050","±632","2.9%","±0.9","(X)","(X)","4,088","±1,220","4.6%","±1.4","(X)","(X)","4,715","±1,359","4.4%","±1.3","(X)","(X)","12,530","±2,232","3.8%","±0.7","(X)","(X)","4,395","±1,369","5.9%","±1.8","(X)","(X)","7,732","±1,126","1.9%","±0.3","(X)","(X)","2,563","±816","2.6%","±0.8","(X)","(X)","7,859","±1,626","1.7%","±0.4","(X)","(X)","2,713","±825","2.9%","±0.9","(X)","(X)","4,317","±916","5.3%","±1.1","(X)","(X)","3,801","±872","2.8%","±0.6","(X)","(X)","3,714","±819","2.5%","±0.6","(X)","(X)","2,134","±605","3.3%","±0.9","(X)","(X)","3,204","±1,003","2.1%","±0.6","(X)","(X)","7,050","±1,633","3.0%","±0.7","(X)","(X)","4,733","±1,160","3.7%","±0.9","(X)","(X)","2,369","±818","2.9%","±1.0","(X)","(X)","7,138","±1,322","4.2%","±0.8","(X)","(X)","7,674","±1,320","3.6%","±0.6","(X)","(X)","1,961","±525","2.2%","±0.6","(X)","(X)","5,480","±1,439","2.4%","±0.6","(X)","(X)","2,372","±912","2.4%","±0.9","(X)","(X)","2,555","±581","2.8%","±0.6","(X)","(X)","15,401","±1,996","3.6%","±0.5","(X)","(X)","11,495,247","±58,968","3.6%","±0.1"
"            Population under 18 years","21,451","±110","325","±387","1.5%","±1.8","42,974","±186","0","±208","0.0%","±0.4","12,704","±617","218","±361","1.7%","±2.8","15,968","±248","51","±85","0.3%","±0.5","82,760","±481","259","±195","0.3%","±0.2","266,844","±380","943","±469","0.4%","±0.2","16,451","±4","115","±149","0.7%","±0.9","20,224","±100","225","±213","1.1%","±1.1","23,304","±64","0","±208","0.0%","±0.8","74,084","±210","1,058","±990","1.4%","±1.3","15,028","±308","0","±208","0.0%","±1.2","115,160","±234","812","±427","0.7%","±0.4","14,064","±445","140","±204","1.0%","±1.5","126,213","±270","66","±112","0.1%","±0.1","18,511","±13","0","±208","0.0%","±1.0","17,827","±5","77","±125","0.4%","±0.7","33,892","±75","55","±95","0.2%","±0.3","39,726","±150","110","±146","0.3%","±0.4","16,050","±3","0","±208","0.0%","±1.1","28,658","±67","0","±208","0.0%","±0.6","59,108","±385","231","±268","0.4%","±0.5","28,246","±465","87","±139","0.3%","±0.5","15,804","±739","0","±208","0.0%","±1.1","41,604","±349","622","±529","1.5%","±1.3","46,806","±202","825","±663","1.8%","±1.4","21,234","±279","29","±48","0.1%","±0.2","39,169","±332","335","±366","0.9%","±0.9","21,684","±618","0","±208","0.0%","±0.8","22,039","±121","71","±102","0.3%","±0.5","98,997","±145","371","±226","0.4%","±0.2","72,835,047","±33,175","401,932","±13,537","0.6%","±0.1"
"                Population under 5 years","5,555","±591","325","±387","5.9%","±7.0","13,714","±96","0","±208","0.0%","±1.3","3,000","±299","0","±208","0.0%","±5.8","3,476","±394","0","±208","0.0%","±5.0","21,305","±333","0","±208","0.0%","±0.8","71,835","±319","226","±171","0.3%","±0.2","3,993","±426","0","±208","0.0%","±4.4","4,812","±486","86","±151","1.8%","±3.1","5,060","±344","0","±208","0.0%","±3.5","19,080","±968","50","±87","0.3%","±0.5","3,619","±894","0","±208","0.0%","±4.8","28,235","±128","42","±72","0.1%","±0.3","4,105","±441","140","±204","3.4%","±4.9","34,113","±258","0","±208","0.0%","±0.5","4,508","±499","0","±208","0.0%","±3.9","4,446","±320","0","±208","0.0%","±4.0","8,331","±98","0","±208","0.0%","±2.1","9,907","±356","0","±208","0.0%","±1.8","4,231","±618","0","±208","0.0%","±4.2","11,012","±4","0","±208","0.0%","±1.6","15,477","±790","0","±208","0.0%","±1.2","7,956","±620","0","±208","0.0%","±2.2","5,278","±280","0","±208","0.0%","±3.3","13,384","±340","271","±318","2.0%","±2.4","15,354","±251","441","±452","2.9%","±3.0","6,544","±269","0","±208","0.0%","±2.7","13,385","±301","0","±208","0.0%","±1.3","6,312","±716","0","±208","0.0%","±2.8","6,074","±163","26","±46","0.4%","±0.8","27,905","±171","0","±208","0.0%","±0.6","19,401,454","±22,231","95,422","±6,236","0.5%","±0.1"
"                Population 5 to 17 years","15,896","±591","0","±208","0.0%","±1.1","29,260","±122","0","±208","0.0%","±0.6","9,704","±376","218","±361","2.2%","±3.7","12,492","±358","51","±85","0.4%","±0.7","61,455","±413","259","±195","0.4%","±0.3","195,009","±454","717","±446","0.4%","±0.2","12,458","±427","115","±149","0.9%","±1.2","15,412","±489","139","±159","0.9%","±1.0","18,244","±347","0","±208","0.0%","±1.0","55,004","±969","1,008","±985","1.8%","±1.8","11,409","±937","0","±208","0.0%","±1.6","86,925","±258","770","±413","0.9%","±0.5","9,959","±316","0","±208","0.0%","±1.8","92,100","±355","66","±112","0.1%","±0.1","14,003","±499","0","±208","0.0%","±1.3","13,381","±321","77","±125","0.6%","±0.9","25,561","±97","55","±95","0.2%","±0.4","29,819","±401","110","±146","0.4%","±0.5","11,819","±617","0","±208","0.0%","±1.5","17,646","±67","0","±208","0.0%","±1.0","43,631","±887","231","±268","0.5%","±0.6","20,290","±601","87","±139","0.4%","±0.7","10,526","±564","0","±208","0.0%","±1.7","28,220","±394","351","±425","1.2%","±1.5","31,452","±193","384","±492","1.2%","±1.6","14,690","±440","29","±48","0.2%","±0.3","25,784","±128","335","±366","1.3%","±1.4","15,372","±473","0","±208","0.0%","±1.2","15,965","±180","45","±83","0.3%","±0.5","71,092","±192","371","±226","0.5%","±0.3","53,433,593","±32,613","306,510","±10,945","0.6%","±0.1"
"            Population 18 to 64 years","65,482","±1,223","697","±344","1.1%","±0.5","163,174","±1,605","2,185","±990","1.3%","±0.6","41,016","±1,732","1,353","±595","3.3%","±1.4","45,638","±803","1,290","±673","2.8%","±1.5","212,968","±1,088","4,118","±1,132","1.9%","±0.5","705,992","±2,451","8,416","±1,551","1.2%","±0.2","42,437","±462","277","±166","0.7%","±0.4","52,086","±560","1,422","±684","2.7%","±1.3","64,743","±401","1,602","±753","2.5%","±1.2","201,347","±1,318","3,615","±1,280","1.8%","±0.6","39,859","±1,198","1,346","±686","3.4%","±1.7","256,742","±1,025","3,035","±878","1.2%","±0.3","71,197","±705","1,143","±601","1.6%","±0.8","287,692","±1,316","3,341","±1,209","1.2%","±0.4","53,615","±946","736","±401","1.4%","±0.7","47,874","±472","922","±428","1.9%","±0.9","81,378","±934","1,389","±506","1.7%","±0.6","91,296","±1,588","1,312","±468","1.4%","±0.5","37,232","±1,420","768","±328","2.1%","±0.9","108,534","±1,525","1,326","±832","1.2%","±0.8","141,353","±2,184","3,084","±1,199","2.2%","±0.9","77,762","±1,735","1,520","±820","2.0%","±1.1","53,899","±1,068","1,004","±528","1.9%","±1.0","103,497","±2,182","2,721","±959","2.6%","±0.9","138,392","±2,959","3,757","±1,002","2.7%","±0.7","53,149","±2,077","550","±266","1.0%","±0.5","158,025","±1,092","2,289","±1,120","1.4%","±0.7","60,695","±752","1,216","±844","2.0%","±1.4","54,035","±898","975","±460","1.8%","±0.8","259,394","±3,340","5,664","±1,297","2.2%","±0.5","197,503,214","±33,702","3,866,792","±42,373","2.0%","±0.1"
"                Population 18 to 34 years","26,541","±927","199","±200","0.7%","±0.7","72,961","±1,079","279","±229","0.4%","±0.3","12,429","±637","203","±256","1.6%","±2.1","14,275","±414","167","±220","1.2%","±1.5","72,546","±955","486","±295","0.7%","±0.4","242,499","±1,419","1,526","±705","0.6%","±0.3","13,570","±859","0","±208","0.0%","±1.3","16,727","±904","159","±212","1.0%","±1.3","20,169","±964","125","±189","0.6%","±0.9","72,617","±1,198","286","±337","0.4%","±0.5","12,191","±895","348","±493","2.9%","±4.1","78,244","±454","385","±337","0.5%","±0.4","41,052","±921","552","±360","1.3%","±0.9","99,236","±1,166","977","±832","1.0%","±0.8","17,919","±883","172","±201","1.0%","±1.1","16,605","±450","188","±208","1.1%","±1.2","26,864","±915","684","±382","2.5%","±1.4","29,612","±1,402","135","±205","0.5%","±0.7","10,727","±1,504","0","±208","0.0%","±1.7","41,582","±979","635","±712","1.5%","±1.7","46,892","±1,996","196","±210","0.4%","±0.5","31,332","±1,497","395","±601","1.3%","±1.9","32,268","±1,071","214","±325","0.7%","±1.0","44,318","±2,228","353","±258","0.8%","±0.6","64,198","±2,494","738","±389","1.1%","±0.6","20,354","±1,302","83","±130","0.4%","±0.6","77,796","±804","1,043","±871","1.3%","±1.1","23,345","±1,201","32","±57","0.1%","±0.2","18,667","±1,115","337","±347","1.8%","±1.8","94,780","±3,131","559","±484","0.6%","±0.5","74,020,428","±40,229","629,160","±17,786","0.8%","±0.1"
