"Label","Boone County, Kentucky!!Total!!Estimate","Boone County, Kentucky!!Total!!Margin of Error","Boone County, Kentucky!!Percent!!Estimate","Boone County, Kentucky!!Percent!!Margin of Error","Boone County, Kentucky!!Male!!Estimate","Boone County, Kentucky!!Male!!Margin of Error","Boone County, Kentucky!!Percent Male!!Estimate","Boone County, Kentucky!!Percent Male!!Margin of Error","Boone County, Kentucky!!Female!!Estimate","Boone County, Kentucky!!Female!!Margin of Error","Boone County, Kentucky!!Percent Female!!Estimate","Boone County, Kentucky!!Percent Female!!Margin of Error","Bullitt County, Kentucky!!Total!!Estimate","Bullitt County, Kentucky!!Total!!Margin of Error","Bullitt County, Kentucky!!Percent!!Estimate","Bullitt County, Kentucky!!Percent!!Margin of Error","Bullitt County, Kentucky!!Male!!Estimate","Bullitt County, Kentucky!!Male!!Margin of Error","Bullitt County, Kentucky!!Percent Male!!Estimate","Bullitt County, Kentucky!!Percent Male!!Margin of Error","Bullitt County, Kentucky!!Female!!Estimate","Bullitt County, Kentucky!!Female!!Margin of Error","Bullitt County, Kentucky!!Percent Female!!Estimate","Bullitt County, Kentucky!!Percent Female!!Margin of Error","Campbell County, Kentucky!!Total!!Estimate","Campbell County, Kentucky!!Total!!Margin of Error","Campbell County, Kentucky!!Percent!!Estimate","Campbell County, Kentucky!!Percent!!Margin of Error","Campbell County, Kentucky!!Male!!Estimate","Campbell County, Kentucky!!Male!!Margin of Error","Campbell County, Kentucky!!Percent Male!!Estimate","Campbell County, Kentucky!!Percent Male!!Margin of Error","Campbell County, Kentucky!!Female!!Estimate","Campbell County, Kentucky!!Female!!Margin of Error","Campbell County, Kentucky!!Percent Female!!Estimate","Campbell County, Kentucky!!Percent Female!!Margin of Error","Christian County, Kentucky!!Total!!Estimate","Christian County, Kentucky!!Total!!Margin of Error","Christian County, Kentucky!!Percent!!Estimate","Christian County, Kentucky!!Percent!!Margin of Error","Christian County, Kentucky!!Male!!Estimate","Christian County, Kentucky!!Male!!Margin of Error","Christian County, Kentucky!!Percent Male!!Estimate","Christian County, Kentucky!!Percent Male!!Margin of Error","Christian County, Kentucky!!Female!!Estimate","Christian County, Kentucky!!Female!!Margin of Error","Christian County, Kentucky!!Percent Female!!Estimate","Christian County, Kentucky!!Percent Female!!Margin of Error","Daviess County, Kentucky!!Total!!Estimate","Daviess County, Kentucky!!Total!!Margin of Error","Daviess County, Kentucky!!Percent!!Estimate","Daviess County, Kentucky!!Percent!!Margin of Error","Daviess County, Kentucky!!Male!!Estimate","Daviess County, Kentucky!!Male!!Margin of Error","Daviess County, Kentucky!!Percent Male!!Estimate","Daviess County, Kentucky!!Percent Male!!Margin of Error","Daviess County, Kentucky!!Female!!Estimate","Daviess County, Kentucky!!Female!!Margin of Error","Daviess County, Kentucky!!Percent Female!!Estimate","Daviess County, Kentucky!!Percent Female!!Margin of Error","Fayette County, Kentucky!!Total!!Estimate","Fayette County, Kentucky!!Total!!Margin of Error","Fayette County, Kentucky!!Percent!!Estimate","Fayette County, Kentucky!!Percent!!Margin of Error","Fayette County, Kentucky!!Male!!Estimate","Fayette County, Kentucky!!Male!!Margin of Error","Fayette County, Kentucky!!Percent Male!!Estimate","Fayette County, Kentucky!!Percent Male!!Margin of Error","Fayette County, Kentucky!!Female!!Estimate","Fayette County, Kentucky!!Female!!Margin of Error","Fayette County, Kentucky!!Percent Female!!Estimate","Fayette County, Kentucky!!Percent Female!!Margin of Error","Hardin County, Kentucky!!Total!!Estimate","Hardin County, Kentucky!!Total!!Margin of Error","Hardin County, Kentucky!!Percent!!Estimate","Hardin County, Kentucky!!Percent!!Margin of Error","Hardin County, Kentucky!!Male!!Estimate","Hardin County, Kentucky!!Male!!Margin of Error","Hardin County, Kentucky!!Percent Male!!Estimate","Hardin County, Kentucky!!Percent Male!!Margin of Error","Hardin County, Kentucky!!Female!!Estimate","Hardin County, Kentucky!!Female!!Margin of Error","Hardin County, Kentucky!!Percent Female!!Estimate","Hardin County, Kentucky!!Percent Female!!Margin of Error","Jefferson County, Kentucky!!Total!!Estimate","Jefferson County, Kentucky!!Total!!Margin of Error","Jefferson County, Kentucky!!Percent!!Estimate","Jefferson County, Kentucky!!Percent!!Margin of Error","Jefferson County, Kentucky!!Male!!Estimate","Jefferson County, Kentucky!!Male!!Margin of Error","Jefferson County, Kentucky!!Percent Male!!Estimate","Jefferson County, Kentucky!!Percent Male!!Margin of Error","Jefferson County, Kentucky!!Female!!Estimate","Jefferson County, Kentucky!!Female!!Margin of Error","Jefferson County, Kentucky!!Percent Female!!Estimate","Jefferson County, Kentucky!!Percent Female!!Margin of Error","Kenton County, Kentucky!!Total!!Estimate","Kenton County, Kentucky!!Total!!Margin of Error","Kenton County, Kentucky!!Percent!!Estimate","Kenton County, Kentucky!!Percent!!Margin of Error","Kenton County, Kentucky!!Male!!Estimate","Kenton County, Kentucky!!Male!!Margin of Error","Kenton County, Kentucky!!Percent Male!!Estimate","Kenton County, Kentucky!!Percent Male!!Margin of Error","Kenton County, Kentucky!!Female!!Estimate","Kenton County, Kentucky!!Female!!Margin of Error","Kenton County, Kentucky!!Percent Female!!Estimate","Kenton County, Kentucky!!Percent Female!!Margin of Error","McCracken County, Kentucky!!Total!!Estimate","McCracken County, Kentucky!!Total!!Margin of Error","McCracken County, Kentucky!!Percent!!Estimate","McCracken County, Kentucky!!Percent!!Margin of Error","McCracken County, Kentucky!!Male!!Estimate","McCracken County, Kentucky!!Male!!Margin of Error","McCracken County, Kentucky!!Percent Male!!Estimate","McCracken County, Kentucky!!Percent Male!!Margin of Error","McCracken County, Kentucky!!Female!!Estimate","McCracken County, Kentucky!!Female!!Margin of Error","McCracken County, Kentucky!!Percent Female!!Estimate","McCracken County, Kentucky!!Percent Female!!Margin of Error","Madison County, Kentucky!!Total!!Estimate","Madison County, Kentucky!!Total!!Margin of Error","Madison County, Kentucky!!Percent!!Estimate","Madison County, Kentucky!!Percent!!Margin of Error","Madison County, Kentucky!!Male!!Estimate","Madison County, Kentucky!!Male!!Margin of Error","Madison County, Kentucky!!Percent Male!!Estimate","Madison County, Kentucky!!Percent Male!!Margin of Error","Madison County, Kentucky!!Female!!Estimate","Madison County, Kentucky!!Female!!Margin of Error","Madison County, Kentucky!!Percent Female!!Estimate","Madison County, Kentucky!!Percent Female!!Margin of Error","Oldham County, Kentucky!!Total!!Estimate","Oldham County, Kentucky!!Total!!Margin of Error","Oldham County, Kentucky!!Percent!!Estimate","Oldham County, Kentucky!!Percent!!Margin of Error","Oldham County, Kentucky!!Male!!Estimate","Oldham County, Kentucky!!Male!!Margin of Error","Oldham County, Kentucky!!Percent Male!!Estimate","Oldham County, Kentucky!!Percent Male!!Margin of Error","Oldham County, Kentucky!!Female!!Estimate","Oldham County, Kentucky!!Female!!Margin of Error","Oldham County, Kentucky!!Percent Female!!Estimate","Oldham County, Kentucky!!Percent Female!!Margin of Error","Warren County, Kentucky!!Total!!Estimate","Warren County, Kentucky!!Total!!Margin of Error","Warren County, Kentucky!!Percent!!Estimate","Warren County, Kentucky!!Percent!!Margin of Error","Warren County, Kentucky!!Male!!Estimate","Warren County, Kentucky!!Male!!Margin of Error","Warren County, Kentucky!!Percent Male!!Estimate","Warren County, Kentucky!!Percent Male!!Margin of Error","Warren County, Kentucky!!Female!!Estimate","Warren County, Kentucky!!Female!!Margin of Error","Warren County, Kentucky!!Percent Female!!Estimate","Warren County, Kentucky!!Percent Female!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Percent!!Estimate","United States!!Percent!!Margin of Error","United States!!Male!!Estimate","United States!!Male!!Margin of Error","United States!!Percent Male!!Estimate","United States!!Percent Male!!Margin of Error","United States!!Female!!Estimate","United States!!Female!!Margin of Error","United States!!Percent Female!!Estimate","United States!!Percent Female!!Margin of Error"
"        High school graduate or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","8,474","±960","91.7%","±5.3","4,023","±691","93.1%","±7.1","4,451","±533","90.5%","±5.3","1,484","±647","93.0%","±7.6","933","±453","94.7%","±8.8","551","±324","90.3%","±15.9","26,144","±1,537","89.5%","±3.6","11,925","±1,257","87.4%","±6.5","14,219","±834","91.4%","±3.7","8,335","±716","91.3%","±5.9","4,054","±483","97.3%","±3.4","4,281","±512","86.3%","±10.5","95,296","±2,120","88.6%","±1.7","41,700","±1,617","87.5%","±2.9","53,596","±1,510","89.4%","±2.4","3,731","±805","84.5%","±8.4","2,214","±502","88.1%","±7.7","1,517","±573","79.7%","±16.2","3,364","±746","81.8%","±10.7","1,710","±462","91.5%","±9.5","1,654","±511","73.7%","±17.5","N","N","N","N","N","N","N","N","N","N","N","N","2,625","±647","86.1%","±15.5","1,679","±440","81.9%","±20.5","946","±306","94.5%","±11.6","5,859","±1,470","82.6%","±15.6","3,299","±1,067","79.2%","±20.0","2,560","±686","87.6%","±12.0","23,799,881","±50,444","87.1%","±0.1","10,831,809","±36,150","85.9%","±0.2","12,968,072","±35,719","88.1%","±0.2"
"        Bachelor's degree or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1,160","±662","12.6%","±6.9","682","±568","15.8%","±12.2","478","±332","9.7%","±6.9","670","±508","42.0%","±22.2","393","±353","39.9%","±25.2","277","±259","45.4%","±30.0","6,750","±1,445","23.1%","±4.9","2,856","±1,034","20.9%","±7.6","3,894","±1,034","25.0%","±6.5","2,400","±868","26.3%","±9.6","1,109","±553","26.6%","±12.8","1,291","±665","26.0%","±13.5","23,215","±3,160","21.6%","±2.9","10,155","±1,896","21.3%","±3.9","13,060","±2,138","21.8%","±3.5","671","±646","15.2%","±13.3","291","±360","11.6%","±13.1","380","±412","20.0%","±18.6","386","±382","9.4%","±9.3","178","±187","9.5%","±9.7","208","±262","9.3%","±11.8","N","N","N","N","N","N","N","N","N","N","N","N","1,190","±610","39.0%","±21.3","738","±350","36.0%","±20.0","452","±294","45.2%","±27.0","1,307","±946","18.4%","±12.6","282","±354","6.8%","±8.5","1,025","±695","35.1%","±21.0","6,164,066","±48,286","22.5%","±0.2","2,481,765","±29,631","19.7%","±0.2","3,682,301","±33,884","25.0%","±0.2"
"    American Indian or Alaska Native alone","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","1,802,438","±22,359","(X)","(X)","878,986","±15,406","(X)","(X)","923,452","±13,293","(X)","(X)"
"        High school graduate or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1,469,556","±20,692","81.5%","±0.6","706,492","±13,111","80.4%","±0.8","763,064","±14,113","82.6%","±0.7"
"        Bachelor's degree or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","289,540","±8,534","16.1%","±0.5","127,481","±5,754","14.5%","±0.6","162,059","±6,737","17.5%","±0.7"
"    Asian alone","2,369","±499","(X)","(X)","1,369","±411","(X)","(X)","1,000","±390","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","9,263","±737","(X)","(X)","4,583","±499","(X)","(X)","4,680","±492","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","15,482","±565","(X)","(X)","7,505","±332","(X)","(X)","7,977","±465","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","724","±221","(X)","(X)","371","±141","(X)","(X)","353","±116","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","13,381,406","±28,077","(X)","(X)","6,167,780","±18,761","(X)","(X)","7,213,626","±19,397","(X)","(X)"
"        High school graduate or higher","1,589","±607","67.1%","±25.6","855","±359","62.5%","±36.3","734","±405","73.4%","±17.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","8,674","±738","93.6%","±4.3","4,398","±510","96.0%","±4.8","4,276","±523","91.4%","±6.1","N","N","N","N","N","N","N","N","N","N","N","N","14,221","±649","91.9%","±2.7","7,148","±360","95.2%","±2.9","7,073","±538","88.7%","±4.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","724","±221","100.0%","±20.5","371","±141","100.0%","±34.4","353","±116","100.0%","±35.5","N","N","N","N","N","N","N","N","N","N","N","N","11,747,079","±36,349","87.8%","±0.2","5,515,960","±20,475","89.4%","±0.2","6,231,119","±23,264","86.4%","±0.2"
"        Bachelor's degree or higher","644","±296","27.2%","±14.1","573","±290","41.9%","±29.1","71","±95","7.1%","±9.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","6,745","±900","72.8%","±8.7","3,759","±666","82.0%","±10.3","2,986","±477","63.8%","±9.0","N","N","N","N","N","N","N","N","N","N","N","N","11,127","±857","71.9%","±5.0","5,867","±569","78.2%","±6.7","5,260","±644","65.9%","±7.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","235","±120","32.5%","±21.3","161","±111","43.4%","±26.8","74","±61","21.0%","±23.8","N","N","N","N","N","N","N","N","N","N","N","N","7,434,848","±41,840","55.6%","±0.3","3,553,501","±25,926","57.6%","±0.4","3,881,347","±22,789","53.8%","±0.3"
"    Native Hawaiian and Other Pacific Islander alone","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","395,310","±10,730","(X)","(X)","190,929","±6,660","(X)","(X)","204,381","±7,186","(X)","(X)"
"        High school graduate or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","341,078","±10,486","86.3%","±1.2","164,777","±6,557","86.3%","±1.5","176,301","±7,178","86.3%","±1.5"
"        Bachelor's degree or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71,507","±5,501","18.1%","±1.3","32,507","±3,127","17.0%","±1.5","39,000","±3,904","19.1%","±1.8"
"    Some other race alone","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","5,164","±1,602","(X)","(X)","2,647","±1,167","(X)","(X)","2,517","±669","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","2,241","±913","(X)","(X)","1,044","±500","(X)","(X)","1,197","±534","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","9,752,522","±63,527","(X)","(X)","4,962,511","±37,682","(X)","(X)","4,790,011","±36,676","(X)","(X)"
"        High school graduate or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","3,452","±1,265","66.8%","±12.9","1,559","±835","58.9%","±17.8","1,893","±673","75.2%","±17.2","N","N","N","N","N","N","N","N","N","N","N","N","1,578","±664","70.4%","±13.3","596","±340","57.1%","±22.2","982","±482","82.0%","±17.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","6,283,268","±53,492","64.4%","±0.4","3,142,888","±33,645","63.3%","±0.5","3,140,380","±31,597","65.6%","±0.4"
"        Bachelor's degree or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","785","±482","15.2%","±9.0","357","±438","13.5%","±16.1","428","±310","17.0%","±11.8","N","N","N","N","N","N","N","N","N","N","N","N","729","±417","32.5%","±16.0","289","±236","27.7%","±19.2","440","±292","36.8%","±19.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1,294,122","±24,766","13.3%","±0.2","587,951","±15,568","11.8%","±0.3","706,171","±16,347","14.7%","±0.3"
"    Two or more races","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","5,009","±1,446","(X)","(X)","2,433","±1,075","(X)","(X)","2,576","±942","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","6,360","±1,502","(X)","(X)","2,916","±1,022","(X)","(X)","3,444","±845","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","4,895,894","±66,473","(X)","(X)","2,392,535","±37,999","(X)","(X)","2,503,359","±38,158","(X)","(X)"
"        High school graduate or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","4,179","±1,147","83.4%","±15.3","1,921","±968","79.0%","±19.3","2,258","±841","87.7%","±14.9","N","N","N","N","N","N","N","N","N","N","N","N","6,136","±1,431","96.5%","±2.8","2,808","±994","96.3%","±4.4","3,328","±815","96.6%","±4.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","4,365,128","±62,657","89.2%","±0.3","2,120,648","±34,361","88.6%","±0.4","2,244,480","±37,418","89.7%","±0.4"
"        Bachelor's degree or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1,350","±618","27.0%","±12.4","381","±252","15.7%","±10.4","969","±531","37.6%","±17.9","N","N","N","N","N","N","N","N","N","N","N","N","2,361","±764","37.1%","±10.9","867","±438","29.7%","±14.8","1,494","±554","43.4%","±13.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1,633,329","±31,096","33.4%","±0.4","744,993","±18,866","31.1%","±0.6","888,336","±20,220","35.5%","±0.5"
"    Hispanic or Latino Origin","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","2,175","±357","(X)","(X)","1,240","±408","(X)","(X)","935","±172","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","11,966","*****","(X)","(X)","6,636","*****","(X)","(X)","5,330","*****","(X)","(X)","3,515","±334","(X)","(X)","1,909","±300","(X)","(X)","1,606","±156","(X)","(X)","25,232","*****","(X)","(X)","13,185","*****","(X)","(X)","12,047","*****","(X)","(X)","2,394","±515","(X)","(X)","1,186","±355","(X)","(X)","1,208","±361","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","3,663","±444","(X)","(X)","1,943","±332","(X)","(X)","1,720","±374","(X)","(X)","34,949,077","±25,522","(X)","(X)","17,427,118","±19,467","(X)","(X)","17,521,959","±16,003","(X)","(X)"
"        High school graduate or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1,457","±318","67.0%","±18.1","727","±302","58.6%","±29.3","730","±202","78.1%","±20.0","N","N","N","N","N","N","N","N","N","N","N","N","7,253","±1,025","60.6%","±8.6","3,622","±662","54.6%","±10.0","3,631","±624","68.1%","±11.7","3,350","±384","95.3%","±5.9","1,791","±323","93.8%","±7.8","1,559","±187","97.1%","±5.2","20,791","±1,376","82.4%","±5.5","11,087","±794","84.1%","±6.0","9,704","±865","80.6%","±7.2","1,179","±546","49.2%","±19.5","448","±280","37.8%","±20.2","731","±333","60.5%","±22.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2,024","±641","55.3%","±15.1","978","±465","50.3%","±20.0","1,046","±398","60.8%","±19.8","24,623,646","±81,220","70.5%","±0.2","12,088,356","±48,993","69.4%","±0.3","12,535,290","±44,405","71.5%","±0.2"
"        Bachelor's degree or higher","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","103","±124","4.7%","±5.9","99","±124","8.0%","±10.7","4","±8","0.4%","±0.9","N","N","N","N","N","N","N","N","N","N","N","N","2,167","±692","18.1%","±5.8","1,058","±447","15.9%","±6.7","1,109","±472","20.8%","±8.9","1,039","±510","29.6%","±14.0","505","±340","26.5%","±17.2","534","±323","33.3%","±19.4","7,335","±1,562","29.1%","±6.2","3,609","±1,105","27.4%","±8.4","3,726","±959","30.9%","±8.0","580","±289","24.2%","±11.0","214","±217","18.0%","±17.2","366","±232","30.3%","±17.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","658","±365","18.0%","±10.0","128","±162","6.6%","±8.1","530","±318","30.8%","±18.8","6,164,098","±60,655","17.6%","±0.2","2,791,429","±35,288","16.0%","±0.2","3,372,669","±37,288","19.2%","±0.2"
